Time, trainValue,dayCos~DayCosFactorReferenceConfiguration~0~0~1.0~false,daySin~DaySinFactorReferenceConfiguration~0~0~1.0~false,temp_shift_1~ApparentTemReferenceConfiguration~1~0~1.0~false~telaviv,temperature~ApparentTemReferenceConfiguration~0~0~1.0~false~telaviv,weekCos~WeekCosFactorReferenceConfiguration~0~0~1.0~false,weekSin~WeekSinFactorReferenceConfiguration~0~0~1.0~false,yearCos~YearCosFactorReferenceConfiguration~0~0~1.0~false,yearSin~YearSinFactorReferenceConfiguration~0~0~1.0~false
2024-12-28T07:00+02:00[Asia/Jerusalem],3809270.833,0.258819045100251,0.965925826289676,7.75496146483382,11.3062497377396,-0.399892024320525,0.916562255869634,0.98459946497566,0.174825323021705
2024-12-28T07:30+02:00[Asia/Jerusalem],4045625,0.130526192227552,0.991444861372823,10.5562501549721,11.6062498688698,-0.416960782759401,0.908924477413095,0.984536704176954,0.175178417986864
2024-12-28T08:00+02:00[Asia/Jerusalem],4316665,0.00000000000292817141,1,11.5500001907349,12.1124998927116,-0.433883739116245,0.900968867903052,0.984473816752097,0.1755314904214
2024-12-28T08:30+02:00[Asia/Jerusalem],4676665,-0.130526192207318,0.991444861375487,12.543750166893,12.9000000953674,-0.450654975799235,0.89269820924397,0.984410802709158,0.175884540280014
2024-12-28T09:00+02:00[Asia/Jerusalem],4957619.167,-0.258819045094594,0.965925826291192,13.3937500715256,13.6937498450279,-0.467268628272945,0.884115393504672,0.98434766205626,0.176237567517186
2024-12-28T09:30+02:00[Asia/Jerusalem],5122531.667,-0.382683432348348,0.923879532518221,14.0999999642372,14.4000000357628,-0.483718887102519,0.875223421910257,0.984284394801505,0.176590572087625
2024-12-28T10:00+02:00[Asia/Jerusalem],5283041.667,-0.500000000000925,0.866025403783905,14.6937502622604,15.0499997735024,-0.500000000001032,0.866025403783843,0.98422100095304,0.176943553945872
2024-12-28T10:30+02:00[Asia/Jerusalem],5410585.833,-0.608761429013247,0.793353340287762,15.0500001907349,15.5999999046326,-0.516106273809095,0.856524555476894,0.984157480519018,0.177296513046529
2024-12-28T11:00+02:00[Asia/Jerusalem],5455110.833,-0.707106781183571,0.707106781189524,15.3374999165535,16.0937502980232,-0.532032076514387,0.846724199228881,0.98409383350762,0.177649449344144
2024-12-28T11:30+02:00[Asia/Jerusalem],5461664.167,-0.793353340291495,0.608761429008382,15.456249833107,16.5,-0.547771839217488,0.836627762006671,0.98403005992701,0.178002362793435
2024-12-28T12:00+02:00[Asia/Jerusalem],5456919.167,-0.866025403779695,0.500000000008217,15.7000002264977,16.793749332428,-0.56332005806379,0.82623877431588,0.983966159785411,0.178355253348902
2024-12-28T12:30+02:00[Asia/Jerusalem],5375566.667,-0.92387953250943,0.382683432369571,15.9499998688698,16.8999996185303,-0.578671296180512,0.815560868958759,0.983902133091022,0.178708120965269
2024-12-28T13:00+02:00[Asia/Jerusalem],5339172.5,-0.965925826289013,0.258819045102727,16.0375001430511,16.9437497854233,-0.593820185571804,0.804597779767921,0.983837979852087,0.179060965597096
2024-12-28T13:30+02:00[Asia/Jerusalem],5247666.667,-0.991444861372488,0.130526192230093,15.7999997735023,16.8499994277954,-0.608761429007573,0.793353340292116,0.983773700076868,0.179413787198946
2024-12-28T14:00+02:00[Asia/Jerusalem],5233810.833,-1,0.00000000000549151556,15.6062503457069,16.7999992370605,-0.62348980185812,0.781831482468519,0.983709293773612,0.179766585725552
2024-12-28T14:30+02:00[Asia/Jerusalem],5151433.333,-0.991444861375821,-0.130526192204777,15.6000003814697,16.75,-0.638000153930113,0.770036235241662,0.983644760950622,0.180119361131428
2024-12-28T15:00+02:00[Asia/Jerusalem],5019270.833,-0.965925826291856,-0.258819045092118,15.543750166893,16.6437505483627,-0.652287411275773,0.757971723147474,0.983580101616178,0.180472113371313
2024-12-28T15:30+02:00[Asia/Jerusalem],4928787.5,-0.923879532508065,-0.382683432372868,15.2937497496605,16.4437499046326,-0.666346577952901,0.745642164882364,0.983515315778607,0.180824842399783
2024-12-28T16:00+02:00[Asia/Jerusalem],4925255,-0.866025403785186,-0.499999999998705,14.7875001430511,16.043750166893,-0.680172737772287,0.733051871828558,0.983450403446241,0.18117754817147
2024-12-28T16:30+02:00[Asia/Jerusalem],5024122.5,-0.793353340289323,-0.608761429011213,14,15.4500002264977,-0.693761056027742,0.720205246536897,0.983385364627439,0.181530230640957
2024-12-28T17:00+02:00[Asia/Jerusalem],5166917.5,-0.707106781191337,-0.707106781181758,13.2624999880791,14.9000000953674,-0.707106781186231,0.707106781186864,0.983320199330545,0.181882889762993
2024-12-28T17:30+02:00[Asia/Jerusalem],5350383.333,-0.608761429010415,-0.793353340289935,12.7999997735024,14.3562499284744,-0.720205246536275,0.693761056028387,0.983254907563961,0.182235525492111
2024-12-28T18:00+02:00[Asia/Jerusalem],5460139.167,-0.500000000010437,-0.866025403778413,12.4062500596046,13.9000000953674,-0.733051871830423,0.680172737770277,0.983189489336065,0.182588137783067
2024-12-28T18:30+02:00[Asia/Jerusalem],5463345,-0.382683432371939,-0.92387953250845,12.1500000953674,13.5500001907349,-0.745642164881767,0.666346577953569,0.983123944655279,0.182940726590456
2024-12-28T19:00+02:00[Asia/Jerusalem],5419795,-0.258819045119259,-0.965925826284583,12.1124999523163,13.2000002264977,-0.757971723144516,0.65228741127921,0.983058273530045,0.183293291868872
2024-12-28T19:30+02:00[Asia/Jerusalem],5371028.333,-0.130526192232635,-0.991444861372154,12.4062500596046,12.7999997735024,-0.770036235238769,0.638000153933604,0.982992475968788,0.183645833573082
2024-12-28T20:00+02:00[Asia/Jerusalem],5306590,-0.00000000000805485971,-1,12.6874998211861,12.456249833107,-0.781831482465692,0.623489801861665,0.982926551979991,0.183998351657632
2024-12-28T20:30+02:00[Asia/Jerusalem],5256293.333,0.13052619223109,-0.991444861372357,12.6999998092651,12.25,-0.793353340291571,0.608761429008283,0.982860501572102,0.184350846077352
2024-12-28T21:00+02:00[Asia/Jerusalem],5187139.167,0.258819045103698,-0.965925826288753,12.6999998092651,12.1062503457069,-0.804597779767389,0.593820185572525,0.982794324753658,0.18470331678668
2024-12-28T21:30+02:00[Asia/Jerusalem],5082746.667,0.3826834323705,-0.923879532509046,12.75,12.0937503576279,-0.815560868960346,0.578671296178276,0.982728021533139,0.185055763740453
2024-12-28T22:00+02:00[Asia/Jerusalem],5004280,0.499999999996485,-0.866025403786468,12.793750166893,12,-0.826238774315375,0.56332005806453,0.982661591919093,0.185408186893228
2024-12-28T22:30+02:00[Asia/Jerusalem],4862280.833,0.608761429009179,-0.793353340290883,12.706249833107,11.8999996781349,-0.83662776200618,0.547771839218237,0.982595035920043,0.18576058619979
2024-12-28T23:00+02:00[Asia/Jerusalem],4666550,0.707106781179946,-0.707106781193149,12.7562499642372,11.75,-0.846724199228404,0.532032076515146,0.98252835354457,0.186112961614703
2024-12-28T23:30+02:00[Asia/Jerusalem],4424596.667,0.793353340288374,-0.608761429012449,12.9624998569489,11.5812500119209,-0.856524555476432,0.516106273809862,0.98246154480123,0.186465313092759
2024-12-29T00:00+02:00[Asia/Jerusalem],4236968.333,0.866025403777131,-0.500000000012656,13.21875,12.481250166893,-0.866025403783395,0.500000000001808,0.982394609698636,0.186817640588528
2024-12-29T00:30+02:00[Asia/Jerusalem],4025769.167,0.923879532507469,-0.382683432374308,12.9499998092651,12.5937503576279,-0.875223421908064,0.483718887106487,0.982327548245376,0.187169944056807
2024-12-29T01:00+02:00[Asia/Jerusalem],3856184.167,0.96592582628392,-0.258819045121735,12.6500000357628,12.5500001907349,-0.884115393504253,0.467268628273737,0.982260360450086,0.187522223452229
2024-12-29T01:30+02:00[Asia/Jerusalem],3800858.333,0.991444861373719,-0.130526192220749,12.3562499284744,12.4437498450279,-0.892698209243566,0.450654975800035,0.982193046321406,0.187874478729485
2024-12-29T02:00+02:00[Asia/Jerusalem],3689705.833,1,0.00000000000393371137,12.1562501192093,12.25,-0.900968867902663,0.433883739117052,0.982125605867995,0.188226709843271
2024-12-29T02:30+02:00[Asia/Jerusalem],3604620,0.991444861372692,0.130526192228549,12.0500001907349,12.1000003218651,-0.908924477412721,0.416960782760215,0.982058039098538,0.188578916748227
2024-12-29T03:00+02:00[Asia/Jerusalem],3542317.5,0.965925826289416,0.258819045101222,11.9437498450279,12.0125000476837,-0.916562255869276,0.399892024321346,0.981990346021702,0.188931099399167
2024-12-29T03:30+02:00[Asia/Jerusalem],3522032.5,0.923879532510027,0.382683432368132,11.7000002264977,12.1000003218651,-0.92387953251087,0.382683432366096,0.981922526646216,0.189283257750684
2024-12-29T04:00+02:00[Asia/Jerusalem],3558695,0.86602540378775,0.499999999994265,11.456249833107,12.1375001072884,-0.930873748644049,0.365341024366792,0.98185458098078,0.189635391757595
2024-12-29T04:30+02:00[Asia/Jerusalem],3614702.5,0.793353340292444,0.608761429007146,11.3499999046326,11.9499998688698,-0.937542458544081,0.347870864585006,0.981786509034156,0.1899875013745
2024-12-29T05:00+02:00[Asia/Jerusalem],3670081.667,0.707106781194962,0.707106781178133,11.25,11.8062501549721,-0.943883330307463,0.330279061957753,0.981718310815076,0.190339586556223
2024-12-29T05:30+02:00[Asia/Jerusalem],3733142.5,0.608761429014483,0.793353340286814,11.1500000953674,11.8000001907349,-0.949894146672197,0.312571767947617,0.981649986332334,0.19069164725737
2024-12-29T06:00+02:00[Asia/Jerusalem],3952630,0.500000000014876,0.86602540377585,11.1000003814697,11.8499999046326,-0.955572805785724,0.294755174412256,0.981581535594695,0.191043683432772
2024-12-29T06:30+02:00[Asia/Jerusalem],4133442.5,0.382683432376676,0.923879532506488,11.1500000953674,11.8999996185303,-0.960917321944891,0.276835511425572,0.981512958610974,0.191395695037095
2024-12-29T07:00+02:00[Asia/Jerusalem],4412471.667,0.258819045096099,0.965925826290789,11.3062497377396,12.0124999880791,-0.965925826289045,0.258819045102607,0.981444255389991,0.191747682025067
2024-12-29T07:30+02:00[Asia/Jerusalem],4668165.833,0.13052619222329,0.991444861373384,11.6062498688698,12.4562502503395,-0.970596567453529,0.240712075408417,0.981375425940582,0.192099644351416
2024-12-29T08:00+02:00[Asia/Jerusalem],4895504.167,-0.00000000000137036721,1,12.1124998927116,13.1062499284744,-0.974927912182099,0.22252093395511,0.981306470271612,0.192451581970819
2024-12-29T08:30+02:00[Asia/Jerusalem],5079698.333,-0.13052619221158,0.991444861374926,12.9000000953674,13.9000000953674,-0.978918345897293,0.204251981791384,0.981237388391925,0.192803494838122
2024-12-29T09:00+02:00[Asia/Jerusalem],5303570,-0.258819045098746,0.96592582629008,13.6937498450279,14.6999998688698,-0.982566473233088,0.185911607163974,0.981168180310431,0.193155382907954
2024-12-29T09:30+02:00[Asia/Jerusalem],5401541.667,-0.382683432365764,0.923879532511008,14.4000000357628,15.5,-0.985871018518166,0.167506223305146,0.981098846036007,0.193507246135167
2024-12-29T10:00+02:00[Asia/Jerusalem],5376191.667,-0.499999999992045,0.866025403789031,15.0499997735024,16.2437500357628,-0.988830826225165,0.14904226617593,0.981029385577593,0.193859084474396
2024-12-29T10:30+02:00[Asia/Jerusalem],5338463.333,-0.608761429005112,0.793353340294004,15.5999999046326,16.8500002622604,-0.991444861373454,0.130526192222757,0.980959798944101,0.194210897880499
2024-12-29T11:00+02:00[Asia/Jerusalem],5255931.667,-0.707106781176321,0.707106781196775,16.0937502980232,17.2812492847443,-0.993712209893011,0.111964476105361,0.980890086144502,0.194562686308117
2024-12-29T11:30+02:00[Asia/Jerusalem],5199955.833,-0.793353340285253,0.608761429016516,16.5,17.25,-0.995632078941003,0.0933636084543483,0.980820247187742,0.194914449712117
2024-12-29T12:00+02:00[Asia/Jerusalem],5275859.167,-0.86602540378912,0.499999999991892,16.793749332428,17.2000007629395,-0.997203797181125,0.0747300935871635,0.980750282082801,0.195266188047256
2024-12-29T12:30+02:00[Asia/Jerusalem],5223088.333,-0.923879532511075,0.3826834323656,16.8999996185303,17.2000007629395,-0.998426815017812,0.0560704472372705,0.980680190838712,0.195617901268128
2024-12-29T13:00+02:00[Asia/Jerusalem],5190730,-0.965925826290126,0.258819045098575,16.9437497854233,17.2000007629395,-0.99930070478842,0.0373911942757425,0.980609973464457,0.195969589329664
2024-12-29T13:30+02:00[Asia/Jerusalem],5146886.667,-0.991444861373049,0.130526192225832,16.8499994277954,17.1500005722046,-0.99982516091277,0.0186988664296565,0.980539629969088,0.196321252186522
2024-12-29T14:00+02:00[Asia/Jerusalem],5031813.333,-1,0.00000000000119297694,16.7999992370605,17.043750166893,-1,0.00000000000172955905,0.980469160361631,0.196672889793583
2024-12-29T14:30+02:00[Asia/Jerusalem],5190640.833,-0.99144486137526,-0.130526192209039,16.75,16.8499995470047,-0.999825160912766,-0.0186988664298353,0.980398564651171,0.19702450210551
2024-12-29T15:00+02:00[Asia/Jerusalem],5242402.5,-0.965925826290743,-0.25881904509627,16.6437505483627,16.6437504291534,-0.999300704788414,-0.0373911942759212,0.980327842846765,0.197376089077192
2024-12-29T15:30+02:00[Asia/Jerusalem],5221000.833,-0.923879532517557,-0.382683432349951,16.4437499046326,16.3000001907349,-0.998426815017802,-0.0560704472374491,0.980256994957533,0.197727650663298
2024-12-29T16:00+02:00[Asia/Jerusalem],5316330,-0.866025403790313,-0.499999999989825,16.043750166893,15.8437499403954,-0.997203797181383,-0.0747300935837141,0.980186020992563,0.198079186818724
2024-12-29T16:30+02:00[Asia/Jerusalem],5469030.833,-0.793353340295564,-0.608761429003079,15.4500002264977,15.1999998092651,-0.995632078941326,-0.0933636084509043,0.980114920961007,0.198430697498144
2024-12-29T17:00+02:00[Asia/Jerusalem],5655126.667,-0.707106781178008,-0.707106781195087,14.9000000953674,14.4937499761581,-0.993712209892991,-0.111964476105539,0.980043694871974,0.198782182656517
2024-12-29T17:30+02:00[Asia/Jerusalem],5756985.833,-0.608761429007005,-0.793353340292552,14.3562499284744,13.6937498450279,-0.991444861373906,-0.130526192219327,0.97997234273466,0.19913364224847
2024-12-29T18:00+02:00[Asia/Jerusalem],5764040.833,-0.499999999994112,-0.866025403787838,13.9000000953674,12.8624998927116,-0.988830826225139,-0.149042266176107,0.979900864558242,0.199485076228799
2024-12-29T18:30+02:00[Asia/Jerusalem],5746322.5,-0.382683432367968,-0.923879532510095,13.5500001907349,12.25,-0.985871018518136,-0.167506223305322,0.97982926035189,0.199836484552417
2024-12-29T19:00+02:00[Asia/Jerusalem],5720403.333,-0.258819045101051,-0.965925826289462,13.2000002264977,11.8187502026558,-0.982566473233054,-0.185911607164149,0.979757530124836,0.200187867174014
2024-12-29T19:30+02:00[Asia/Jerusalem],5687843.333,-0.130526192228373,-0.991444861372715,12.7999997735024,11.8562499284744,-0.978918345898,-0.204251981787998,0.979685673886283,0.200539224048511
2024-12-29T20:00+02:00[Asia/Jerusalem],5625520,-0.00000000000375632109,-1,12.456249833107,11.9437497854233,-0.974927912182059,-0.222520933955285,0.979613691645496,0.200890555130604
2024-12-29T20:30+02:00[Asia/Jerusalem],5562027.5,0.130526192206497,-0.991444861375595,12.25,11.8437498807907,-0.970596567453486,-0.240712075408591,0.97954158341171,0.201241860375221
2024-12-29T21:00+02:00[Asia/Jerusalem],5461847.5,0.258819045093794,-0.965925826291407,12.1062503457069,11.6999998688698,-0.96592582628994,-0.258819045099266,0.979469349194222,0.201593139737065
2024-12-29T21:30+02:00[Asia/Jerusalem],5347085.833,0.382683432347583,-0.923879532518538,12.0937503576279,11.5562501549721,-0.960917321945849,-0.276835511422248,0.979396989002299,0.20194439317107
2024-12-29T22:00+02:00[Asia/Jerusalem],5200539.167,0.499999999987605,-0.866025403791595,12,11.4499998092651,-0.955572805786743,-0.29475517440895,0.97932450284527,0.202295620631945
2024-12-29T22:30+02:00[Asia/Jerusalem],5024513.333,0.60876142901259,-0.793353340288266,11.8999996781349,11.3499999046326,-0.949894146672141,-0.312571767947787,0.979251890732425,0.202646822074687
2024-12-29T23:00+02:00[Asia/Jerusalem],4787826.667,0.707106781193275,-0.70710678117982,11.75,11.25,-0.943883330308605,-0.330279061954488,0.979179152673137,0.202997997453958
2024-12-29T23:30+02:00[Asia/Jerusalem],4512128.333,0.793353340290991,-0.608761429009039,11.5812500119209,11.1562500596046,-0.937542458544019,-0.347870864585173,0.979106288676761,0.203349146724591
2024-12-30T00:00+02:00[Asia/Jerusalem],4245492.5,0.866025403786557,-0.499999999996332,12.481250166893,11.1874998807907,-0.930873748643983,-0.365341024366958,0.979033298752645,0.203700269841534
2024-12-30T00:30+02:00[Asia/Jerusalem],3989802.5,0.923879532509114,-0.382683432370336,12.5937503576279,11.1062503457069,-0.923879532512194,-0.3826834323629,0.9789601829102,0.204051366759518
2024-12-30T01:00+02:00[Asia/Jerusalem],3834549.167,0.965925826288799,-0.258819045103527,12.5500001907349,11.1562501192093,-0.916562255870659,-0.399892024318175,0.978886941158807,0.204402437433496
2024-12-30T01:30+02:00[Asia/Jerusalem],3702750.833,0.99144486137238,-0.130526192230915,12.4437498450279,11.3000001311302,-0.908924477412647,-0.416960782760378,0.978813573507908,0.204753481818205
2024-12-30T02:00+02:00[Asia/Jerusalem],3629711.667,1,-0.00000000000631966524,12.25,11.2874997854233,-0.900968867902585,-0.433883739117213,0.978740079966918,0.205104499868607
2024-12-30T02:30+02:00[Asia/Jerusalem],3591208.333,0.991444861375929,0.130526192203956,12.1000003218651,11,-0.892698209245125,-0.450654975796947,0.97866646054531,0.205455491539443
2024-12-30T03:00+02:00[Asia/Jerusalem],3599840.833,0.96592582629207,0.258819045091318,12.0125000476837,10.75,-0.88411539350587,-0.467268628270678,0.978592715252532,0.205806456785682
2024-12-30T03:30+02:00[Asia/Jerusalem],3592655,0.923879532508382,0.382683432372103,12.1000003218651,10.5500001311302,-0.875223421907978,-0.483718887106644,0.978518844098078,0.20615739556213
2024-12-30T04:00+02:00[Asia/Jerusalem],3628460,0.8660254037856,0.499999999997988,12.1375001072884,10.3999996781349,-0.866025403783305,-0.500000000001963,0.978444847091451,0.206508307823649
2024-12-30T04:30+02:00[Asia/Jerusalem],3610836.667,0.793353340289827,0.608761429010556,11.9499998688698,10.2562499642372,-0.856524555478217,-0.516106273806899,0.978370724242178,0.206859193525053
2024-12-30T05:00+02:00[Asia/Jerusalem],3765445,0.707106781191922,0.707106781181173,11.8062501549721,10.25,-0.846724199228309,-0.532032076515297,0.97829647555977,0.207210052621323
2024-12-30T05:30+02:00[Asia/Jerusalem],3928400,0.608761429011072,0.793353340289431,11.8000001907349,10.3562499284744,-0.836627762006082,-0.547771839218387,0.978222101053788,0.207560885067278
2024-12-30T06:00+02:00[Asia/Jerusalem],4073096.667,0.499999999998551,0.866025403785275,11.8499999046326,10.4437497854233,-0.826238774317324,-0.563320058061672,0.97814760073381,0.20791169081774
2024-12-30T06:30+02:00[Asia/Jerusalem],4186714.167,0.382683432372704,0.923879532508133,11.8999996185303,10.3499999046326,-0.815560868960242,-0.578671296178422,0.978072974609393,0.208262469827701
2024-12-30T07:00+02:00[Asia/Jerusalem],4535785.833,0.258819045106003,0.965925826288135,12.0124999880791,10.4125000834465,-0.804597779767283,-0.593820185572669,0.977998222690159,0.208613222051935
2024-12-30T07:30+02:00[Asia/Jerusalem],4851207.5,0.130526192233456,0.991444861372046,12.4562502503395,10.8499999046326,-0.793353340291462,-0.608761429008425,0.977923344985699,0.208963947445441
2024-12-30T08:00+02:00[Asia/Jerusalem],5093747.5,0.00000000000888300939,1,13.1062499284744,11.2999997735024,-0.781831482470117,-0.623489801856116,0.977848341505668,0.209314645962999
2024-12-30T08:30+02:00[Asia/Jerusalem],5408346.667,-0.130526192230269,0.991444861372465,13.9000000953674,11.7000002264977,-0.770036235238655,-0.638000153933742,0.977773212259675,0.20966531755967
2024-12-30T09:00+02:00[Asia/Jerusalem],5617325,-0.258819045102898,0.965925826288967,14.6999998688698,12.1562501192093,-0.7579717231444,-0.652287411279345,0.977697957257431,0.210015962190131
2024-12-30T09:30+02:00[Asia/Jerusalem],5652660,-0.382683432369735,0.923879532509363,15.5,12.8000001907349,-0.745642164884072,-0.666346577950989,0.97762257650858,0.210366579809451
2024-12-30T10:00+02:00[Asia/Jerusalem],5645255,-0.499999999995768,0.866025403786882,16.2437500357628,13.4000000953674,-0.733051871830301,-0.680172737770408,0.97754707002284,0.210717170372423
2024-12-30T10:30+02:00[Asia/Jerusalem],5729173.333,-0.608761429008522,0.793353340291387,16.8500002622604,13.8937500715256,-0.720205246536151,-0.693761056028516,0.977471437809899,0.211067733834068
2024-12-30T11:00+02:00[Asia/Jerusalem],5795477.5,-0.70710678117936,0.707106781193735,17.2812492847443,14.2375000119209,-0.707106781186104,-0.707106781186991,0.977395679879496,0.211418270149242
2024-12-30T11:30+02:00[Asia/Jerusalem],5930413.333,-0.79335334028787,0.608761429013106,17.25,14.3062501549721,-0.693761056030233,-0.720205246534497,0.977319796241387,0.211768779272806
2024-12-30T12:00+02:00[Asia/Jerusalem],6095865.833,-0.866025403776717,0.500000000013374,17.2000007629395,14.3437499403954,-0.680172737772156,-0.733051871828679,0.977243786905307,0.21211926115979
2024-12-30T12:30+02:00[Asia/Jerusalem],6102126.667,-0.923879532507152,0.382683432375073,17.2000007629395,14.3000001907349,-0.666346577952767,-0.745642164882483,0.977167651881057,0.212469715765005
2024-12-30T13:00+02:00[Asia/Jerusalem],6060233.333,-0.965925826283706,0.258819045122535,17.2000007629395,14.293750166893,-0.652287411278395,-0.757971723145217,0.977091391178404,0.212820143043489
2024-12-30T13:30+02:00[Asia/Jerusalem],6145508.333,-0.991444861371711,0.130526192235997,17.1500005722046,14.206249833107,-0.638000153935578,-0.770036235237134,0.977015004807181,0.21317054295006
2024-12-30T14:00+02:00[Asia/Jerusalem],6227289.167,-1,-0.00000000000310556168,17.043750166893,14.2562499642372,-0.62348980185798,-0.78183148246863,0.976938492777176,0.21352091543982
2024-12-30T14:30+02:00[Asia/Jerusalem],6164473.333,-0.9914448613728,-0.130526192227728,16.8499995470047,14.3937496542931,-0.608761429007431,-0.793353340292225,0.976861855098279,0.213871260467481
2024-12-30T15:00+02:00[Asia/Jerusalem],6107179.167,-0.965925826289631,-0.258819045100422,16.6437504291534,14.3374999165535,-0.593820185574588,-0.804597779765867,0.976785091780309,0.214221577988152
2024-12-30T15:30+02:00[Asia/Jerusalem],6122420.833,-0.923879532510343,-0.382683432367367,16.3000001907349,13.9500002861023,-0.578671296180366,-0.815560868958862,0.976708202833163,0.214571867956665
2024-12-30T16:00+02:00[Asia/Jerusalem],6101764.167,-0.866025403788164,-0.499999999993548,15.8437499403954,13.3875001072884,-0.563320058063643,-0.826238774315981,0.976631188266707,0.214922130328079
2024-12-30T16:30+02:00[Asia/Jerusalem],6182938.333,-0.793353340292948,-0.608761429006489,15.1999998092651,12.5999999046326,-0.547771839217338,-0.836627762006769,0.97655404809087,0.215272365057233
2024-12-30T17:00+02:00[Asia/Jerusalem],6305204.167,-0.707106781195548,-0.707106781177547,14.4937499761581,11.9687498211861,-0.532032076517316,-0.84672419922704,0.976476782315549,0.215622572099194
2024-12-30T17:30+02:00[Asia/Jerusalem],6369295.833,-0.60876142901514,-0.79335334028631,13.6937498450279,11.7562499642372,-0.516106273808942,-0.856524555476987,0.976399390950694,0.215972751408864
2024-12-30T18:00+02:00[Asia/Jerusalem],6371041.667,-0.500000000015594,-0.866025403775436,12.8624998927116,11.6999998092651,-0.500000000000877,-0.866025403783932,0.97632187400627,0.216322902941148
2024-12-30T18:30+02:00[Asia/Jerusalem],6350251.667,-0.382683432377441,-0.923879532506171,12.25,11.6937498450279,-0.483718887105547,-0.875223421908584,0.976244231492223,0.216673026651124
2024-12-30T19:00+02:00[Asia/Jerusalem],6296293.333,-0.258819045096899,-0.965925826290575,11.8187502026558,11.543750166893,-0.467268628272786,-0.884115393504755,0.976166463418551,0.217023122493705
2024-12-30T19:30+02:00[Asia/Jerusalem],6230372.5,-0.130526192209684,-0.991444861375175,11.8562499284744,11.2000002264977,-0.450654975799076,-0.89269820924405,0.976088569795257,0.217373190423863
2024-12-30T20:00+02:00[Asia/Jerusalem],6135713.333,0.00000000000054221753,-1,11.9437497854233,10.8624999523163,-0.433883739116084,-0.900968867903129,0.976010550632371,0.217723230396518
2024-12-30T20:30+02:00[Asia/Jerusalem],6029094.167,0.130526192225187,-0.991444861373134,11.8437498807907,10.75,-0.416960782762545,-0.908924477411652,0.975932405939903,0.218073242366762
2024-12-30T21:00+02:00[Asia/Jerusalem],5894490,0.258819045097946,-0.965925826290294,11.6999998688698,10.6999998092651,-0.399892024320361,-0.916562255869706,0.975854135727928,0.218423226289466
