t,time,c:c,dayCosFactor:c,daySinFactor:c,temperature:c,weekCosFactorT:c,weekSinFactorT:c
1573727400000,2019-11-14T11:30+01:00[Europe/Vienna],255457.5,-0.923879532511208,0.382683432365281,7.66,0.923879532511596,0.382683432364342
1573728300000,2019-11-14T11:45+01:00[Europe/Vienna],255915,-0.946930129495784,0.321439465301162,7.75,0.920261119472786,0.391304832562409
1573729200000,2019-11-14T12:00+01:00[Europe/Vienna],255685,-0.965925826286448,0.258819045112298,7.84,0.916562255870035,0.399892024319606
1573730100000,2019-11-14T12:15+01:00[Europe/Vienna],250770,-0.980785280404547,0.19509032200951,7.9425,0.912783265061244,0.408444256936164
1573731000000,2019-11-14T12:30+01:00[Europe/Vienna],252785,-0.991444861373094,0.13052619222549,8.045,0.908924477412754,0.416960782760143
1573731900000,2019-11-14T12:45+01:00[Europe/Vienna],255067.5,-0.997858923238396,0.065403129233303,8.1475,0.904986230263119,0.42544085726943
1573732800000,2019-11-14T13:00+01:00[Europe/Vienna],250435,-1,1.54000712416406E-11,8.25,0.900968867902697,0.433883739116981
1573733700000,2019-11-14T13:15+01:00[Europe/Vienna],249952.5,-0.997858923238507,-0.06540312923161,8.29,0.896872741532825,0.442288690218724
1573734600000,2019-11-14T13:30+01:00[Europe/Vienna],244112.5,-0.991444861375215,-0.130526192209381,8.33,0.892698209244422,0.450654975798341
1573735500000,2019-11-14T13:45+01:00[Europe/Vienna],244027.5,-0.980785280404878,-0.195090322007846,8.37,0.88844563597871,0.458981864467851
1573736400000,2019-11-14T14:00+01:00[Europe/Vienna],248137.5,-0.96592582629442,-0.258819045082547,8.41,0.88411539350599,0.46726862827045
1573737300000,2019-11-14T14:15+01:00[Europe/Vienna],247387.5,-0.94693012949633,-0.321439465299556,8.29,0.8797078603773,0.475514542774868
1573738200000,2019-11-14T14:30+01:00[Europe/Vienna],248667.5,-0.923879532506288,-0.382683432377158,8.17,0.875223421908102,0.483718887106418
1573739100000,2019-11-14T14:45+01:00[Europe/Vienna],246530,-0.896872741538757,-0.442288690206694,8.05,0.870662470136318,0.49188094402622
1573740000000,2019-11-14T15:00+01:00[Europe/Vienna],241425,-0.866025403782865,-0.500000000002726,7.93,0.866025403784344,0.500000000000164
1573740900000,2019-11-14T15:15+01:00[Europe/Vienna],249080,-0.831469612307593,-0.555570233012048,7.6725,0.861312628233068,0.508075345245412
1573741800000,2019-11-14T15:30+01:00[Europe/Vienna],254280,-0.793353340286496,-0.608761429014897,7.415,0.856524555477412,0.516106273808237
1573742700000,2019-11-14T15:45+01:00[Europe/Vienna],249987.5,-0.75183980748191,-0.659345815096724,7.1575,0.851661604102336,0.524092083605387
1573743600000,2019-11-14T16:00+01:00[Europe/Vienna],256687.5,-0.707106781188054,-0.707106781185042,6.9,0.846724199228446,0.532032076515079
1573744500000,2019-11-14T16:15+01:00[Europe/Vienna],254882.5,-0.659345815110868,-0.751839807469507,6.65,0.841712772495638,0.539925558403848
1573745400000,2019-11-14T16:30+01:00[Europe/Vienna],254677.5,-0.608761429006732,-0.793353340292761,6.4,0.836627762006223,0.547771839218171
1573746300000,2019-11-14T16:45+01:00[Europe/Vienna],261105,-0.555570233027689,-0.831469612297142,6.15,0.831469612304183,0.555570233017151
1573747200000,2019-11-14T17:00+01:00[Europe/Vienna],267037.5,-0.500000000006415,-0.866025403780735,5.9,0.826238774316445,0.563320058062962
1573748100000,2019-11-14T17:15+01:00[Europe/Vienna],265162.5,-0.442288690210514,-0.896872741536873,5.755,0.820935705333461,0.571020636850065
1573749000000,2019-11-14T17:30+01:00[Europe/Vienna],263595,-0.382683432367649,-0.923879532510226,5.61,0.815560868959339,0.578671296179695
1573749900000,2019-11-14T17:45+01:00[Europe/Vienna],266252.5,-0.32143946530359,-0.94693012949496,5.465,0.810114735066976,0.586271367224567
1573750800000,2019-11-14T18:00+01:00[Europe/Vienna],270120,-0.258819045114774,-0.965925826285785,5.32,0.804597779767436,0.593820185572462
1573751700000,2019-11-14T18:15+01:00[Europe/Vienna],263185,-0.195090322012024,-0.980785280404047,5.2275,0.799010485357733,0.601317091299091
1573752600000,2019-11-14T18:30+01:00[Europe/Vienna],266560,-0.130526192228031,-0.99144486137276,5.135,0.793353340292726,0.608761429006778
1573753500000,2019-11-14T18:45+01:00[Europe/Vienna],262062.5,-0.065403129235861,-0.997858923238229,5.0425,0.78762683912166,0.616152547909382
1573754400000,2019-11-14T19:00+01:00[Europe/Vienna],256610,-1.79634153932352E-11,-1,4.95,0.781831482469144,0.623489801857337
1573755300000,2019-11-14T19:15+01:00[Europe/Vienna],255985,0.065403129229053,-0.997858923238675,4.7725,0.775967776969176,0.63077254942294
1573756200000,2019-11-14T19:30+01:00[Europe/Vienna],244255,0.130526192221267,-0.99144486137365,4.595,0.77003623523882,0.638000153933544
1573757100000,2019-11-14T19:45+01:00[Europe/Vienna],241342.5,0.195090322005332,-0.980785280405378,4.4175,0.764037375822119,0.645171983541482
1573758000000,2019-11-14T20:00+01:00[Europe/Vienna],242717.5,0.258819045108184,-0.965925826287551,4.24,0.757971723144568,0.65228741127915
1573758900000,2019-11-14T20:15+01:00[Europe/Vienna],232855,0.321439465297129,-0.946930129497154,4.1525,0.751839807480263,0.659345815098603
1573759800000,2019-11-14T20:30+01:00[Europe/Vienna],224685,0.382683432361346,-0.923879532512838,4.065,0.745642164883032,0.666346577952154
1573760700000,2019-11-14T20:45+01:00[Europe/Vienna],232267.5,0.442288690204395,-0.896872741539891,3.9775,0.739379337165813,0.673289087816105
1573761600000,2019-11-14T21:00+01:00[Europe/Vienna],226375,0.500000000000506,-0.866025403784146,3.89,0.733051871829239,0.680172737771552
1573762500000,2019-11-14T21:15+01:00[Europe/Vienna],222510,0.555570233009917,-0.831469612309017,3.8725,0.726660322035706,0.686996926033126
1573763400000,2019-11-14T21:30+01:00[Europe/Vienna],212295,0.608761429001318,-0.793353340296915,3.855,0.72020524653633,0.69376105602833
1573764300000,2019-11-14T21:45+01:00[Europe/Vienna],206362.5,0.659345815083857,-0.751839807493195,3.8375,0.71368720964946,0.700464536420487
1573765200000,2019-11-14T22:00+01:00[Europe/Vienna],200677.5,0.707106781183229,-0.707106781189866,3.82,0.707106781187573,0.707106781185522
1573766100000,2019-11-14T22:15+01:00[Europe/Vienna],209070,0.751839807487006,-0.659345815090914,3.7775,0.700464536421259,0.713687209648703
1573767000000,2019-11-14T22:30+01:00[Europe/Vienna],208620,0.793353340291201,-0.608761429008765,3.735,0.693761056029109,0.72020524653558
1573767900000,2019-11-14T22:45+01:00[Europe/Vienna],201575,0.831469612303802,-0.555570233017721,3.6925,0.686996926033912,0.726660322034963
1573768800000,2019-11-14T23:00+01:00[Europe/Vienna],195705,0.866025403779453,-0.500000000008635,3.65,0.680172737772344,0.733051871828504
1573769700000,2019-11-14T23:15+01:00[Europe/Vienna],200540,0.89687274153574,-0.442288690212813,3.5075,0.673289087816905,0.739379337165085
1573770600000,2019-11-14T23:30+01:00[Europe/Vienna],189660,0.923879532509246,-0.382683432370018,3.365,0.66634657795296,0.745642164882312
1573771500000,2019-11-14T23:45+01:00[Europe/Vienna],183380,0.946930129494136,-0.321439465306017,3.2225,0.659345815100784,0.751839807478351
1573772400000,2019-11-15T00:00+01:00[Europe/Vienna],175182.5,0.965925826285122,-0.25881904511725,3.08,0.652287411279969,0.757971723143863
1573773300000,2019-11-15T00:15+01:00[Europe/Vienna],189110,0.980785280403547,-0.195090322014538,3.05,0.645171983542308,0.764037375821422
1573774200000,2019-11-15T00:30+01:00[Europe/Vienna],183490,0.991444861372425,-0.130526192230573,3.02,0.638000153934376,0.77003623523813
1573775100000,2019-11-15T00:45+01:00[Europe/Vienna],183162.5,0.997858923238061,-0.065403129238419,2.99,0.630772549423779,0.775967776968494
1573776000000,2019-11-15T01:00+01:00[Europe/Vienna],178485,1,8.57707091190403E-12,2.96,0.623489801858182,0.78183148246847
1573776900000,2019-11-15T01:15+01:00[Europe/Vienna],185242.5,0.997858923238843,0.065403129226495,2.8925,0.616152547910234,0.787626839120993
1573777800000,2019-11-15T01:30+01:00[Europe/Vienna],179567.5,0.991444861373985,0.130526192218725,2.825,0.608761429009078,0.793353340290961
1573778700000,2019-11-15T01:45+01:00[Europe/Vienna],172755,0.980785280405878,0.195090322002818,2.7575,0.601317091299955,0.799010485357083
1573779600000,2019-11-15T02:00+01:00[Europe/Vienna],164065,0.965925826288214,0.258819045105708,2.69,0.593820185573332,0.804597779766794
1573780500000,2019-11-15T02:15+01:00[Europe/Vienna],164485,0.946930129497978,0.321439465294701,2.585,0.586271367225443,0.810114735066342
1573781400000,2019-11-15T02:30+01:00[Europe/Vienna],162545,0.923879532513818,0.382683432358978,2.48,0.578671296180577,0.815560868958713
1573782300000,2019-11-15T02:45+01:00[Europe/Vienna],162842.5,0.896872741541025,0.442288690202096,2.375,0.571020636850952,0.820935705332843
1573783200000,2019-11-15T03:00+01:00[Europe/Vienna],160365,0.866025403785428,0.499999999998286,2.27,0.563320058063855,0.826238774315836
1573784100000,2019-11-15T03:15+01:00[Europe/Vienna],157392.5,0.831469612302356,0.555570233019885,2.2275,0.555570233019562,0.831469612302572
1573785000000,2019-11-15T03:30+01:00[Europe/Vienna],156085,0.793353340298475,0.608761428999285,2.185,0.547771839219075,0.836627762005631
1573785900000,2019-11-15T03:45+01:00[Europe/Vienna],154287.5,0.751839807475696,0.659345815103811,2.1425,0.539925558404758,0.841712772495054
1573786800000,2019-11-15T04:00+01:00[Europe/Vienna],152312.5,0.707106781191679,0.707106781181416,2.1,0.532032076515994,0.846724199227871
1573787700000,2019-11-15T04:15+01:00[Europe/Vienna],157070,0.659345815103781,0.751839807475721,2.17,0.524092083607857,0.851661604100816
1573788600000,2019-11-15T04:30+01:00[Europe/Vienna],157762.5,0.608761429022344,0.793353340280782,2.24,0.516106273809163,0.856524555476854
1573789500000,2019-11-15T04:45+01:00[Europe/Vienna],160682.5,0.555570233019852,0.831469612302378,2.31,0.508075345246343,0.861312628232519
1573790400000,2019-11-15T05:00+01:00[Europe/Vienna],164062.5,0.500000000010855,0.866025403778171,2.38,0.500000000001101,0.866025403783803
1573791300000,2019-11-15T05:15+01:00[Europe/Vienna],173137.5,0.442288690215112,0.896872741534606,2.385,0.491880944027161,0.870662470135786
1573792200000,2019-11-15T05:30+01:00[Europe/Vienna],181410,0.382683432372386,0.923879532508265,2.39,0.483718887107364,0.87522342190758
1573793100000,2019-11-15T05:45+01:00[Europe/Vienna],191665,0.321439465308444,0.946930129493312,2.395,0.475514542775819,0.879707860376787
1573794000000,2019-11-15T06:00+01:00[Europe/Vienna],201567.5,0.258819045091614,0.965925826291991,2.4,0.467268628273014,0.884115393504635
1573794900000,2019-11-15T06:15+01:00[Europe/Vienna],218135,0.195090322017052,0.980785280403047,2.445,0.458981864468812,0.888445635978214
1573795800000,2019-11-15T06:30+01:00[Europe/Vienna],229252.5,0.130526192218687,0.99144486137399,2.49,0.450654975799306,0.892698209243934
1573796700000,2019-11-15T06:45+01:00[Europe/Vienna],229115,0.065403129240977,0.997858923237894,2.535,0.442288690219693,0.896872741532347
1573797600000,2019-11-15T07:00+01:00[Europe/Vienna],240160,-6.01372676030951E-12,1,2.58,0.433883739117955,0.900968867902228
1573798500000,2019-11-15T07:15+01:00[Europe/Vienna],242357.5,-0.065403129223937,0.99785892323901,2.655,0.425440857270409,0.90498623026266
1573799400000,2019-11-15T07:30+01:00[Europe/Vienna],246495,-0.130526192216184,0.99144486137432,2.73,0.416960782761126,0.908924477412304
1573800300000,2019-11-15T07:45+01:00[Europe/Vienna],253157.5,-0.195090322000304,0.980785280406378,2.805,0.408444256937151,0.912783265060802
1573801200000,2019-11-15T08:00+01:00[Europe/Vienna],260482.5,-0.258819045103232,0.965925826288878,2.88,0.399892024320597,0.916562255869603
1573802100000,2019-11-15T08:15+01:00[Europe/Vienna],257600,-0.321439465292274,0.946930129498801,3.16,0.391304832563404,0.920261119472363
1573803000000,2019-11-15T08:30+01:00[Europe/Vienna],263692.5,-0.38268343235661,0.923879532514799,3.44,0.382683432365341,0.923879532511183
1573803900000,2019-11-15T08:45+01:00[Europe/Vienna],262005,-0.4422886902259,0.896872741529286,3.72,0.374028577426773,0.927417178656997
1573804800000,2019-11-15T09:00+01:00[Europe/Vienna],264635,-0.499999999996067,0.86602540378671,4,0.365341024367725,0.930873748643682
1573805700000,2019-11-15T09:15+01:00[Europe/Vienna],266142.5,-0.555570233017753,0.831469612303781,4.2425,0.356621532661639,0.934248940294857
1573806600000,2019-11-15T09:30+01:00[Europe/Vienna],267292.5,-0.608761428997251,0.793353340300036,4.485,0.347870864585945,0.937542458543733
1573807500000,2019-11-15T09:45+01:00[Europe/Vienna],267897.5,-0.659345815101884,0.751839807477386,4.7275,0.339089785131676,0.9407540154681
1573808400000,2019-11-15T10:00+01:00[Europe/Vienna],267827.5,-0.707106781179604,0.707106781193491,4.97,0.330279061956982,0.943883330307732
1573809300000,2019-11-15T10:15+01:00[Europe/Vienna],269427.5,-0.751839807474031,0.659345815105709,5.1875,0.321439465302946,0.946930129495179
1573810200000,2019-11-15T10:30+01:00[Europe/Vienna],262477.5,-0.793353340279221,0.608761429024377,5.405,0.312571767946841,0.949894146672452
1573811100000,2019-11-15T10:45+01:00[Europe/Vienna],266457.5,-0.831469612300954,0.555570233021984,5.6225,0.3036767451105,0.952775122722614
1573812000000,2019-11-15T11:00+01:00[Europe/Vienna],267140,-0.866025403784166,0.500000000000473,5.84,0.294755174409737,0.955572805786501
1573812900000,2019-11-15T11:15+01:00[Europe/Vienna],264550,-0.896872741527036,0.442288690230463,6.03,0.285807835786453,0.958286951284981
1573813800000,2019-11-15T11:30+01:00[Europe/Vienna],267170,-0.923879532512852,0.38268343236131,6.22,0.276835511424787,0.960917321945118
1573814700000,2019-11-15T11:45+01:00[Europe/Vienna],262245,-0.946930129492488,0.321439465310872,6.41,0.267838985701874,0.963463687815058
1573815600000,2019-11-15T12:00+01:00[Europe/Vienna],264880,-0.965925826291327,0.25881904509409,6.6,0.258819045101818,0.965925826289256
1573816500000,2019-11-15T12:15+01:00[Europe/Vienna],259112.5,-0.980785280402547,0.195090322019566,6.82,0.249776478167963,0.968303522122072
1573817400000,2019-11-15T12:30+01:00[Europe/Vienna],250492.5,-0.991444861373656,0.130526192221228,7.04,0.24071207540939,0.970596567453288
1573818300000,2019-11-15T12:45+01:00[Europe/Vienna],252490,-0.997858923237726,0.065403129243534,7.26,0.231626629252895,0.972804761820655
1573819200000,2019-11-15T13:00+01:00[Europe/Vienna],250632.5,-1,-3.45038260871499E-12,7.48,0.222520933956087,0.974927912181876
1573820100000,2019-11-15T13:15+01:00[Europe/Vienna],237897.5,-0.997858923239178,-0.065403129221379,7.4925,0.213395785559176,0.976965832926404
1573821000000,2019-11-15T13:30+01:00[Europe/Vienna],245090,-0.991444861374654,-0.130526192213642,7.505,0.204251981790584,0.97891834589746
1573821900000,2019-11-15T13:45+01:00[Europe/Vienna],241662.5,-0.9807852804012,-0.195090322026334,7.5175,0.195090322014925,0.98078528040347
1573822800000,2019-11-15T14:00+01:00[Europe/Vienna],242827.5,-0.965925826289541,-0.258819045100756,7.53,0.185911607163171,0.98256647323324
1573823700000,2019-11-15T14:15+01:00[Europe/Vienna],239547.5,-0.946930129494948,-0.321439465303627,7.485,0.176716639646571,0.984261768673367
1573824600000,2019-11-15T14:30+01:00[Europe/Vienna],239450,-0.92387953251578,-0.382683432354241,7.44,0.167506223306134,0.985871018517998
1573825500000,2019-11-15T14:45+01:00[Europe/Vienna],239135,-0.89687274153042,-0.442288690223601,7.395,0.158281163324472,0.987394082085087
1573826400000,2019-11-15T15:00+01:00[Europe/Vienna],240752.5,-0.866025403787991,-0.499999999993847,7.35,0.149042266176921,0.988830826225016
1573827300000,2019-11-15T15:15+01:00[Europe/Vienna],237000,-0.831469612305205,-0.555570233015622,7.0975,0.139790339535919,0.990181125336386
1573828200000,2019-11-15T15:30+01:00[Europe/Vienna],233187.5,-0.793353340301596,-0.608761428995218,6.845,0.130526192221947,0.991444861373561
1573829100000,2019-11-15T15:45+01:00[Europe/Vienna],235840,-0.751839807479076,-0.659345815099956,6.5925,0.121250634114825,0.99262192385961
1573830000000,2019-11-15T16:00+01:00[Europe/Vienna],237185,-0.707106781195304,-0.707106781177791,6.34,0.111964476106357,0.993712209892899
1573830900000,2019-11-15T16:15+01:00[Europe/Vienna],237590,-0.659345815107636,-0.751839807472341,5.9775,0.102668529995142,0.994715624160311
1573831800000,2019-11-15T16:30+01:00[Europe/Vienna],238977.5,-0.608761429003321,-0.793353340295378,5.615,0.093363608451724,0.995632078941249
1573832700000,2019-11-15T16:45+01:00[Europe/Vienna],240762.5,-0.555570233024115,-0.83146961229953,5.2525,0.084050524929502,0.996461494117598
1573833600000,2019-11-15T17:00+01:00[Europe/Vienna],242215,-0.500000000002693,-0.866025403782884,4.89,0.074730093586349,0.997203797181186
1573834500000,2019-11-15T17:15+01:00[Europe/Vienna],239880,-0.442288690232762,-0.896872741525903,4.655,0.065403129231552,0.997858923238511
1573835400000,2019-11-15T17:30+01:00[Europe/Vienna],240462.5,-0.382683432363678,-0.923879532511872,4.42,0.056070447236455,0.998426815017858
1573836300000,2019-11-15T17:45+01:00[Europe/Vienna],240432.5,-0.321439465313299,-0.946930129491664,4.185,0.046732863486768,0.998907422872774
1573837200000,2019-11-15T18:00+01:00[Europe/Vienna],237985,-0.258819045110622,-0.965925826286898,3.95,0.037391194276744,0.999300704788383
1573838100000,2019-11-15T18:15+01:00[Europe/Vienna],226827.5,-0.195090322036353,-0.980785280399208,3.9625,0.028046256277775,0.999606626383
1573839000000,2019-11-15T18:30+01:00[Europe/Vienna],230372.5,-0.130526192223769,-0.991444861373321,3.975,0.018698866430659,0.999825160912751
1573839900000,2019-11-15T18:45+01:00[Europe/Vienna],230205,-0.065403129217051,-0.997858923239462,3.9875,0.009349841903264,0.999956289272878
1573840800000,2019-11-15T19:00+01:00[Europe/Vienna],222355,8.87038457120475E-13,-1,4,9.12702736723279E-13,1
1573841700000,2019-11-15T19:15+01:00[Europe/Vienna],219580,0.065403129233342,-0.997858923238394,3.9075,-0.009349841905077,0.999956289272861
1573842600000,2019-11-15T19:30+01:00[Europe/Vienna],213402.5,0.130526192211101,-0.991444861374989,3.815,-0.018698866430652,0.999825160912751
1573843500000,2019-11-15T19:45+01:00[Europe/Vienna],209127.5,0.19509032202382,-0.9807852804017,3.7225,-0.02804625627595,0.999606626383051
1573844400000,2019-11-15T20:00+01:00[Europe/Vienna],204207.5,0.25881904509828,-0.965925826290205,3.63,-0.03739119427492,0.999300704788451
1573845300000,2019-11-15T20:15+01:00[Europe/Vienna],196745,0.321439465301199,-0.946930129495772,3.595,-0.046732863484945,0.998907422872859
1573846200000,2019-11-15T20:30+01:00[Europe/Vienna],191497.5,0.382683432351873,-0.923879532516761,3.56,-0.056070447234633,0.99842681501796
1573847100000,2019-11-15T20:45+01:00[Europe/Vienna],192720,0.442288690221301,-0.896872741531554,3.525,-0.065403129229731,0.997858923238631
1573848000000,2019-11-15T21:00+01:00[Europe/Vienna],188405,0.499999999991627,-0.866025403789273,3.49,-0.074730093584529,0.997203797181322
1573848900000,2019-11-15T21:15+01:00[Europe/Vienna],186022.5,0.555570233013491,-0.831469612306629,3.4825,-0.084050524929496,0.996461494117598
1573849800000,2019-11-15T21:30+01:00[Europe/Vienna],178895,0.608761429016274,-0.79335334028544,3.475,-0.093363608453529,0.99563207894108
1573850700000,2019-11-15T21:45+01:00[Europe/Vienna],173270,0.659345815098029,-0.751839807480766,3.4675,-0.102668529993326,0.994715624160498
1573851600000,2019-11-15T22:00+01:00[Europe/Vienna],164675,0.707106781186268,-0.707106781186827,3.46,-0.111964476104543,0.993712209893103
1573852500000,2019-11-15T22:15+01:00[Europe/Vienna],170160,0.751839807470651,-0.659345815109563,3.4525,-0.121250634113013,0.992621923859831
1573853400000,2019-11-15T22:30+01:00[Europe/Vienna],169835,0.793353340293818,-0.608761429005355,3.445,-0.130526192220137,0.991444861373799
1573854300000,2019-11-15T22:45+01:00[Europe/Vienna],163005,0.831469612298106,-0.555570233026246,3.4375,-0.139790339534112,0.990181125336642
1573855200000,2019-11-15T23:00+01:00[Europe/Vienna],160935,0.866025403781602,-0.500000000004913,3.43,-0.149042266176915,0.988830826225017
1573856100000,2019-11-15T23:15+01:00[Europe/Vienna],160755,0.896872741524769,-0.442288690235061,3.3,-0.158281163322669,0.987394082085376
1573857000000,2019-11-15T23:30+01:00[Europe/Vienna],154025,0.92387953251089,-0.382683432366046,3.17,-0.167506223304334,0.985871018518304
1573857900000,2019-11-15T23:45+01:00[Europe/Vienna],152027.5,0.94693012949084,-0.321439465315726,3.04,-0.176716639644774,0.984261768673689
1573858800000,2019-11-16T00:00+01:00[Europe/Vienna],146042.5,0.965925826286234,-0.258819045113098,2.91,-0.185911607161378,0.982566473233579
1573859700000,2019-11-16T00:15+01:00[Europe/Vienna],155785,0.980785280404385,-0.195090322010322,2.835,-0.195090322016703,0.980785280403116
1573860600000,2019-11-16T00:30+01:00[Europe/Vienna],151665,0.991444861372986,-0.130526192226311,2.76,-0.204251981788797,0.978918345897833
1573861500000,2019-11-16T00:45+01:00[Europe/Vienna],148425,0.997858923238342,-0.065403129234129,2.685,-0.21339578555917,0.976965832926405
1573862400000,2019-11-16T01:00+01:00[Europe/Vienna],143570,1,-1.62282209228409E-11,2.61,-0.222520933954308,0.974927912182281
1573863300000,2019-11-16T01:15+01:00[Europe/Vienna],152702.5,0.997858923238562,0.065403129230784,2.5525,-0.23162662925112,0.972804761821078
1573864200000,2019-11-16T01:30+01:00[Europe/Vienna],144760,0.991444861375323,0.13052619220856,2.495,-0.240712075407618,0.970596567453727
1573865100000,2019-11-16T01:45+01:00[Europe/Vienna],140910,0.9807852804022,0.195090322021306,2.4375,-0.249776478166196,0.968303522122527
1573866000000,2019-11-16T02:00+01:00[Europe/Vienna],137227.5,0.965925826290868,0.258819045095804,2.38,-0.258819045100055,0.965925826289729
1573866900000,2019-11-16T02:15+01:00[Europe/Vienna],138002.5,0.946930129496596,0.321439465298772,2.2425,-0.267838985700115,0.963463687815547
1573867800000,2019-11-16T02:30+01:00[Europe/Vienna],130705,0.923879532506605,0.382683432376393,2.105,-0.276835511426529,0.960917321944616
1573868700000,2019-11-16T02:45+01:00[Europe/Vienna],127380,0.896872741532688,0.442288690219002,1.9675,-0.285807835784704,0.958286951285503
1573869600000,2019-11-16T03:00+01:00[Europe/Vienna],121017.5,0.866025403783279,0.500000000002009,1.83,-0.294755174411469,0.955572805785966
1573870500000,2019-11-16T03:15+01:00[Europe/Vienna],120335,0.831469612308053,0.555570233011359,1.75,-0.303676745108761,0.952775122723168
1573871400000,2019-11-16T03:30+01:00[Europe/Vienna],119567.5,0.793353340287,0.60876142901424,1.67,-0.312571767945108,0.949894146673023
1573872300000,2019-11-16T03:45+01:00[Europe/Vienna],116725,0.751839807482456,0.659345815096102,1.59,-0.321439465301217,0.946930129495766
1573873200000,2019-11-16T04:00+01:00[Europe/Vienna],116720,0.707106781188639,0.707106781184456,1.51,-0.330279061955259,0.943883330308335
1573874100000,2019-11-16T04:15+01:00[Europe/Vienna],120250,0.65934581511149,0.751839807468961,1.4225,-0.339089785129958,0.940754015468719
1573875000000,2019-11-16T04:30+01:00[Europe/Vienna],116437.5,0.608761429007389,0.793353340292257,1.335,-0.347870864584234,0.937542458544368
1573875900000,2019-11-16T04:45+01:00[Europe/Vienna],120940,0.555570233028378,0.831469612296682,1.2475,-0.356621532659933,0.934248940295508
1573876800000,2019-11-16T05:00+01:00[Europe/Vienna],124992.5,0.500000000007132,0.866025403780321,1.16,-0.365341024366025,0.930873748644349
1573877700000,2019-11-16T05:15+01:00[Europe/Vienna],127747.5,0.442288690211257,0.896872741536507,1.1525,-0.374028577428454,0.927417178656319
1573878600000,2019-11-16T05:30+01:00[Europe/Vienna],129635,0.382683432368415,0.92387953250991,1.145,-0.382683432363654,0.923879532511881
1573879500000,2019-11-16T05:45+01:00[Europe/Vienna],132680,0.321439465304374,0.946930129494694,1.1375,-0.391304832561724,0.920261119473077
1573880400000,2019-11-16T06:00+01:00[Europe/Vienna],133487.5,0.258819045115574,0.965925826285571,1.13,-0.399892024318924,0.916562255870332
1573881300000,2019-11-16T06:15+01:00[Europe/Vienna],139690,0.195090322012836,0.980785280403885,1.165,-0.408444256935485,0.912783265061548
1573882200000,2019-11-16T06:30+01:00[Europe/Vienna],144467.5,0.130526192228852,0.991444861372652,1.2,-0.416960782759467,0.908924477413065
1573883100000,2019-11-16T06:45+01:00[Europe/Vienna],146650,0.065403129236687,0.997858923238175,1.235,-0.425440857268757,0.904986230263436
1573884000000,2019-11-16T07:00+01:00[Europe/Vienna],152847.5,1.87915650744354E-11,1,1.27,-0.43388373911631,0.90096886790302
1573884900000,2019-11-16T07:15+01:00[Europe/Vienna],156532.5,-0.065403129228226,0.997858923238729,1.4225,-0.442288690218056,0.896872741533154
1573885800000,2019-11-16T07:30+01:00[Europe/Vienna],156867.5,-0.130526192206018,0.991444861375658,1.575,-0.450654975797676,0.892698209244757
1573886700000,2019-11-16T07:45+01:00[Europe/Vienna],163385,-0.19509032200452,0.98078528040554,1.7275,-0.45898186446719,0.888445635979052
1573887600000,2019-11-16T08:00+01:00[Europe/Vienna],166845,-0.258819045107384,0.965925826287765,1.88,-0.467268628273009,0.884115393504638
1573888500000,2019-11-16T08:15+01:00[Europe/Vienna],171087.5,-0.321439465296345,0.94693012949742,2.41,-0.475514542774213,0.879707860377654
1573889400000,2019-11-16T08:30+01:00[Europe/Vienna],173452.5,-0.382683432374025,0.923879532507586,2.94,-0.483718887105767,0.875223421908462
1573890300000,2019-11-16T08:45+01:00[Europe/Vienna],175470,-0.442288690216704,0.896872741533822,3.47,-0.491880944025572,0.870662470136684
1573891200000,2019-11-16T09:00+01:00[Europe/Vienna],178865,-0.499999999999789,0.86602540378456,4,-0.49999999999952,0.866025403784716
1573892100000,2019-11-16T09:15+01:00[Europe/Vienna],184027.5,-0.555570233009228,0.831469612309477,4.2575,-0.50807534524477,0.861312628233446
1573893000000,2019-11-16T09:30+01:00[Europe/Vienna],182585,-0.608761429012206,0.79335334028856,4.515,-0.516106273807599,0.856524555477796
1573893900000,2019-11-16T09:45+01:00[Europe/Vienna],185412.5,-0.659345815094175,0.751839807484147,4.7725,-0.524092083606303,0.851661604101773
1573894800000,2019-11-16T10:00+01:00[Europe/Vienna],185432.5,-0.707106781182643,0.707106781190452,5.03,-0.532032076514449,0.846724199228842
1573895700000,2019-11-16T10:15+01:00[Europe/Vienna],188262.5,-0.75183980748646,0.659345815091536,5.25,-0.539925558406284,0.841712772494075
1573896600000,2019-11-16T10:30+01:00[Europe/Vienna],188667.5,-0.793353340290697,0.608761429009422,5.47,-0.547771839217548,0.836627762006631
1573897500000,2019-11-16T10:45+01:00[Europe/Vienna],182895,-0.831469612303342,0.55557023301841,5.69,-0.555570233019556,0.831469612302576
1573898400000,2019-11-16T11:00+01:00[Europe/Vienna],185065,-0.866025403779039,0.500000000009352,5.91,-0.563320058062347,0.826238774316864
1573899300000,2019-11-16T11:15+01:00[Europe/Vienna],186895,-0.896872741535374,0.442288690213556,6.055,-0.571020636849454,0.820935705333885
1573900200000,2019-11-16T11:30+01:00[Europe/Vienna],185887.5,-0.923879532508929,0.382683432370783,6.2,-0.578671296179088,0.81556086895977
1573901100000,2019-11-16T11:45+01:00[Europe/Vienna],185880,-0.94693012949387,0.321439465306801,6.345,-0.586271367223964,0.810114735067412
1573902000000,2019-11-16T12:00+01:00[Europe/Vienna],179277.5,-0.965925826284907,0.25881904511805,6.49,-0.593820185571863,0.804597779767878
