Time, trainValue,c_shift7~ConsumptionReferenceConfiguration~7~0~1.0~false,dayCos~DayCosFactorReferenceConfiguration~0~0~1.0~false,daySin~DaySinFactorReferenceConfiguration~0~0~1.0~false,temp_shift_7~ApparentTemReferenceConfiguration~7~0~1.0~false~telaviv,temperature~ApparentTemReferenceConfiguration~0~0~1.0~false~telaviv,weekCos~WeekCosFactorReferenceConfiguration~0~0~1.0~false,weekSin~WeekSinFactorReferenceConfiguration~0~0~1.0~false,yearCos~YearCosFactorReferenceConfiguration~0~0~1.0~false,yearSin~YearSinFactorReferenceConfiguration~0~0~1.0~false
2025-01-01T22:00+02:00[Asia/Jerusalem],5399650,4875877.5,0.499999999986171,-0.866025403792423,11.6062503457069,12.75,0.988830826224943,-0.149042266177402,0.967576450752025,0.252578328346108
2025-01-01T22:30+02:00[Asia/Jerusalem],5227275.833,4706919.167,0.608761429011276,-0.793353340289275,11.6000003814697,12.6500000953674,0.991444861373735,-0.130526192220626,0.967485806542878,0.25292531335965
2025-01-01T23:00+02:00[Asia/Jerusalem],4974817.5,4490660.833,0.707106781192104,-0.707106781180991,11.6500000953674,12.543750166893,0.993712209893252,-0.111964476103225,0.96739503790057,0.25327226584321
2025-01-01T23:30+02:00[Asia/Jerusalem],4697703.333,4231236.667,0.793353340289983,-0.608761429010353,11.7624998092651,12.1187496781349,0.995632078941203,-0.0933636084522084,0.967304144836792,0.25361918575211
2025-01-02T00:00+02:00[Asia/Jerusalem],4429572.5,3991811.667,0.866025403785729,-0.499999999997766,12.6374998092651,7.25165849386338,0.997203797181285,-0.0747300935850202,0.967213127363203,0.25396607304184
2025-01-02T00:30+02:00[Asia/Jerusalem],4251915.833,3823872.5,0.92387953250848,-0.382683432371866,12.6999998092651,6.86324249625045,0.998426815017729,-0.0560704472387569,0.967121985491539,0.254312927667675
2025-01-02T01:00+02:00[Asia/Jerusalem],4093427.5,3733005,0.96592582628837,-0.258819045105127,12.6999998092651,6.75471511428242,0.999300704788365,-0.0373911942772301,0.967030719233493,0.254659749585116
2025-01-02T01:30+02:00[Asia/Jerusalem],4016630,3620229.167,0.991444861372164,-0.130526192232557,12.6937498450279,6.72697298158636,0.999825160912742,-0.0186988664311449,0.966939328600832,0.255006538749445
2025-01-02T02:00+02:00[Asia/Jerusalem],3885509.167,3519708.333,1,-7.9759646027425E-12,12.6000003218651,6.51889893131967,1,4.19710259790378E-13,0.966847813605282,0.25535329511617
2025-01-02T02:30+02:00[Asia/Jerusalem],3789841.667,3448631.667,0.991444861376146,0.130526192202314,12.4000000953674,6.33423562716023,0.999825160912794,0.0186988664283469,0.966756174258642,0.255700018640583
2025-01-02T03:00+02:00[Asia/Jerusalem],3730561.667,3401605,0.965925826292499,0.258819045089719,12.1500000953674,6.05659636904417,0.999300704788469,0.0373911942744335,0.966664410572669,0.2560467092782
2025-01-02T03:30+02:00[Asia/Jerusalem],3694685.833,3392387.5,0.923879532514584,0.382683432357129,11.9499998688698,5.77553773069074,0.998426815017885,0.0560704472359628,0.966572522559194,0.256393366984322
2025-01-02T04:00+02:00[Asia/Jerusalem],3728673.333,3433078.333,0.866025403779153,0.500000000009156,11.75,5.58813567765556,0.997203797181223,0.0747300935858573,0.966480510229991,0.256739991714528
2025-01-02T04:30+02:00[Asia/Jerusalem],3794450.833,3500459.167,0.793353340290835,0.608761429009242,11.5500001311302,5.36614645705248,0.995632078941125,0.0933636084530442,0.966388373596939,0.257086583424072
2025-01-02T05:00+02:00[Asia/Jerusalem],3954350.833,3631660.833,0.707106781182804,0.707106781190291,11.3562499284744,5.13699585105198,0.993712209893158,0.111964476104059,0.966296112671888,0.257433142068377
2025-01-02T05:30+02:00[Asia/Jerusalem],4047755.833,3734079.167,0.608761429012386,0.793353340288422,11.293750166893,4.90784568895028,0.991444861373625,0.130526192221458,0.966203727466675,0.257779667602981
2025-01-02T06:00+02:00[Asia/Jerusalem],4218428.333,3944684.167,0.499999999999986,0.866025403784447,11.1999998688698,4.61923037512153,0.988830826225361,0.149042266174635,0.96611121799321,0.258126159983205
2025-01-02T06:30+02:00[Asia/Jerusalem],4314232.5,4063054.167,0.382683432374235,0.923879532507499,11.1062503457069,4.3994336003872,0.985871018518386,0.167506223303855,0.966018584263364,0.258472619164595
2025-01-02T07:00+02:00[Asia/Jerusalem],4547610.833,4290865.833,0.258819045107603,0.965925826287707,11.2750000357628,4.78595262865315,0.982566473233331,0.185911607162687,0.965925826289079,0.258819045102482
2025-01-02T07:30+02:00[Asia/Jerusalem],4748238.333,4465219.167,0.130526192235098,0.991444861371829,12.0062499642372,6.12578506719115,0.978918345898304,0.20425198178654,0.965832944082255,0.259165437752419
2025-01-02T08:00+02:00[Asia/Jerusalem],4877245.833,4548696.667,1.0539308754337E-11,1,13.0062499642372,8.17909436589189,0.97492791218239,0.222520933953833,0.965739937654869,0.259511797069745
2025-01-02T08:30+02:00[Asia/Jerusalem],4957604.167,4600653.333,-0.130526192199772,0.99144486137648,14.1937498450279,10.7562499642372,0.970596567453844,0.240712075407146,0.965646807018854,0.259858123010024
2025-01-02T09:00+02:00[Asia/Jerusalem],5022000.833,4734186.667,-0.258819045101299,0.965925826289396,15.1937498450279,12.5874999165535,0.965925826288443,0.258819045104856,0.965553552186186,0.260204415528713
2025-01-02T09:30+02:00[Asia/Jerusalem],5077623.333,4800027.5,-0.382683432368205,0.923879532509996,15.9437502026558,14.1937502622604,0.960917321945254,0.276835511424313,0.965460173168904,0.260550674581108
2025-01-02T10:00+02:00[Asia/Jerusalem],5067570,4772516.667,-0.500000000006936,0.866025403780434,16.543750166893,15.5874999165535,0.95557280578611,0.294755174411004,0.965366669978974,0.26089690012284
2025-01-02T10:30+02:00[Asia/Jerusalem],5023001.667,4744392.5,-0.608761429007208,0.793353340292396,17.0500001907349,16.5937495231628,0.949894146672606,0.312571767946373,0.965273042628451,0.26124309210927
2025-01-02T11:00+02:00[Asia/Jerusalem],4984010,4707651.667,-0.707106781188479,0.707106781184616,17.4937500953674,17.2875001430511,0.943883330309097,0.330279061953083,0.965179291129348,0.261589250495981
