Time, trainValue,c_shift7~ConsumptionReferenceConfiguration~7~0~1.0~false,dayCos~DayCosFactorReferenceConfiguration~0~0~1.0~false,daySin~DaySinFactorReferenceConfiguration~0~0~1.0~false,temp_shift_7~ApparentTemReferenceConfiguration~7~0~1.0~false~telaviv,temperature~ApparentTemReferenceConfiguration~0~0~1.0~false~telaviv,weekCos~WeekCosFactorReferenceConfiguration~0~0~1.0~false,weekSin~WeekSinFactorReferenceConfiguration~0~0~1.0~false,yearCos~YearCosFactorReferenceConfiguration~0~0~1.0~false,yearSin~YearSinFactorReferenceConfiguration~0~0~1.0~false
2024-12-29T10:30+02:00[Asia/Jerusalem],5338463.333,4920599.167,-0.608761429005112,0.793353340294004,18.6000002622604,16.8500002622604,-0.991444861373454,0.130526192222757,0.980959798944101,0.194210897880499
2024-12-29T11:00+02:00[Asia/Jerusalem],5255931.667,4848700,-0.707106781176321,0.707106781196775,18.9437499046326,17.2812492847443,-0.993712209893011,0.111964476105361,0.980890086144502,0.194562686308117
2024-12-29T11:30+02:00[Asia/Jerusalem],5199955.833,4789688.333,-0.793353340285253,0.608761429016516,19.1437505483627,17.25,-0.995632078941003,0.0933636084543483,0.980820247187742,0.194914449712117
2024-12-29T12:00+02:00[Asia/Jerusalem],5275859.167,4840225,-0.86602540378912,0.499999999991892,19.25,17.2000007629395,-0.997203797181125,0.0747300935871635,0.980750282082801,0.195266188047256
2024-12-29T12:30+02:00[Asia/Jerusalem],5223088.333,4893918.333,-0.923879532511075,0.3826834323656,19.3499994277954,17.2000007629395,-0.998426815017812,0.0560704472372705,0.980680190838712,0.195617901268128
2024-12-29T13:00+02:00[Asia/Jerusalem],5190730,4913537.5,-0.965925826290126,0.258819045098575,19.3437495231628,17.2000007629395,-0.99930070478842,0.0373911942757425,0.980609973464457,0.195969589329664
2024-12-29T13:30+02:00[Asia/Jerusalem],5146886.667,4980784.167,-0.991444861373049,0.130526192225832,19.1500004529953,17.1500005722046,-0.99982516091277,0.0186988664296565,0.980539629969088,0.196321252186522
2024-12-29T14:00+02:00[Asia/Jerusalem],5031813.333,5034665,-1,1.19297694E-12,18.9437499046326,17.043750166893,-1,1.72955905E-12,0.980469160361631,0.196672889793583
2024-12-29T14:30+02:00[Asia/Jerusalem],5190640.833,5062750,-0.99144486137526,-0.130526192209039,18.6500004529953,16.8499995470047,-0.999825160912766,-0.0186988664298353,0.980398564651171,0.19702450210551
2024-12-29T15:00+02:00[Asia/Jerusalem],5242402.5,5006044.167,-0.965925826290743,-0.25881904509627,18.3062502145767,16.6437504291534,-0.999300704788414,-0.0373911942759212,0.980327842846765,0.197376089077192
2024-12-29T15:30+02:00[Asia/Jerusalem],5221000.833,5005786.667,-0.923879532517557,-0.382683432349951,17.9937500953674,16.3000001907349,-0.998426815017802,-0.0560704472374491,0.980256994957533,0.197727650663298
2024-12-29T16:00+02:00[Asia/Jerusalem],5316330,4993000,-0.866025403790313,-0.499999999989825,17.4937499761581,15.8437499403954,-0.997203797181383,-0.0747300935837141,0.980186020992563,0.198079186818724
2024-12-29T16:30+02:00[Asia/Jerusalem],5469030.833,5112321.667,-0.793353340295564,-0.608761429003079,16.8437502384186,15.1999998092651,-0.995632078941326,-0.0933636084509043,0.980114920961007,0.198430697498144
2024-12-29T17:00+02:00[Asia/Jerusalem],5655126.667,5290275.833,-0.707106781178008,-0.707106781195087,16.2124998569489,14.4937499761581,-0.993712209892991,-0.111964476105539,0.980043694871974,0.198782182656517
2024-12-29T17:30+02:00[Asia/Jerusalem],5756985.833,5420592.5,-0.608761429007005,-0.793353340292552,15.7999997735023,13.6937498450279,-0.991444861373906,-0.130526192219327,0.97997234273466,0.19913364224847
2024-12-29T18:00+02:00[Asia/Jerusalem],5764040.833,5494050,-0.499999999994112,-0.866025403787838,15.4000000953674,12.8624998927116,-0.988830826225139,-0.149042266176107,0.979900864558242,0.199485076228799
2024-12-29T18:30+02:00[Asia/Jerusalem],5746322.5,5542833.333,-0.382683432367968,-0.923879532510095,14.9500002861023,12.25,-0.985871018518136,-0.167506223305322,0.97982926035189,0.199836484552417
2024-12-29T19:00+02:00[Asia/Jerusalem],5720403.333,5550283.333,-0.258819045101051,-0.965925826289462,14.5500001907349,11.8187502026558,-0.982566473233054,-0.185911607164149,0.979757530124836,0.200187867174014
2024-12-29T19:30+02:00[Asia/Jerusalem],5687843.333,5523907.5,-0.130526192228373,-0.991444861372715,14.2562500238419,11.8562499284744,-0.978918345898,-0.204251981787998,0.979685673886283,0.200539224048511
2024-12-29T20:00+02:00[Asia/Jerusalem],5625520,5455061.667,-3.75632109E-12,-1,13.9937499761581,11.9437497854233,-0.974927912182059,-0.222520933955285,0.979613691645496,0.200890555130604
2024-12-29T20:30+02:00[Asia/Jerusalem],5562027.5,5368572.5,0.130526192206497,-0.991444861375595,13.6500000357628,11.8437498807907,-0.970596567453486,-0.240712075408591,0.97954158341171,0.201241860375221
2024-12-29T21:00+02:00[Asia/Jerusalem],5461847.5,5221821.667,0.258819045093794,-0.965925826291407,13.2999997735024,11.6999998688698,-0.96592582628994,-0.258819045099266,0.979469349194222,0.201593139737065
2024-12-29T21:30+02:00[Asia/Jerusalem],5347085.833,5086173.333,0.382683432347583,-0.923879532518538,12.956249833107,11.5562501549721,-0.960917321945849,-0.276835511422248,0.979396989002299,0.20194439317107
2024-12-29T22:00+02:00[Asia/Jerusalem],5200539.167,4967967.5,0.499999999987605,-0.866025403791595,12.7000002264977,11.4499998092651,-0.955572805786743,-0.29475517440895,0.97932450284527,0.202295620631945
2024-12-29T22:30+02:00[Asia/Jerusalem],5024513.333,4703220,0.60876142901259,-0.793353340288266,12.4499998688698,11.3499999046326,-0.949894146672141,-0.312571767947787,0.979251890732425,0.202646822074687
2024-12-29T23:00+02:00[Asia/Jerusalem],4787826.667,4453175,0.707106781193275,-0.70710678117982,12.25,11.25,-0.943883330308605,-0.330279061954488,0.979179152673137,0.202997997453958
